exchange,band_usd,sent_btc,received_usdt,market_usdt,pct_below_market,checked_at_utc
SideShift,5000,0.06170000,4871.364563,4990.150696,2.3804,2026-09-18T15:18:50.762Z
ChangeNOW,200,0.00247000,193.614579,200.024441,3.2045,2026-09-18T16:17:08.214Z
SimpleSwap,200,0.00247000,195.377445,200.041706,2.3316,2026-09-18T16:17:19.655Z
ChangeHero,200,0.00247000,198.234000,200.069988,0.9177,2026-09-18T16:17:29.427Z
Changelly,200,0.00247000,193.814037,200.067518,3.1257,2026-09-18T16:17:41.632Z
SideShift,200,0.00247000,195.258019,200.099652,2.4196,2026-09-18T16:17:51.692Z
ChangeNOW,1000,0.01230000,979.175790,996.227861,1.7117,2026-09-18T16:17:55.858Z
SimpleSwap,1000,0.01230000,979.179788,996.227861,1.7113,2026-09-18T16:17:57.857Z
ChangeHero,1000,0.01230000,988.454000,996.227861,0.7803,2026-09-18T16:17:58.267Z
Changelly,1000,0.01230000,971.677634,996.275462,2.4690,2026-09-18T16:18:05.044Z
SideShift,1000,0.01230000,972.439951,996.148280,2.3800,2026-09-18T16:18:17.206Z
ChangeNOW,5000,0.06170000,4933.846543,4998.343839,1.2904,2026-09-18T16:18:30.794Z
SimpleSwap,5000,0.06170000,4919.678300,4998.385795,1.5747,2026-09-18T16:18:32.736Z
ChangeHero,5000,0.06170000,4961.280000,4998.667147,0.7479,2026-09-18T16:18:33.373Z
Changelly,5000,0.06170000,4882.672940,4999.341529,2.3337,2026-09-18T16:18:40.124Z
SideShift,5000,0.06170000,4880.813198,4999.803044,2.3799,2026-09-18T16:18:52.287Z
ChangeNOW,200,0.00247000,193.491626,199.846626,3.1799,2026-09-18T17:17:06.712Z
SimpleSwap,200,0.00247000,195.341565,199.805772,2.2343,2026-09-18T17:17:18.762Z
ChangeHero,200,0.00247000,197.985000,199.802487,0.9096,2026-09-18T17:17:28.215Z
Changelly,200,0.00247000,193.524658,199.792310,3.1371,2026-09-18T17:17:40.938Z
SideShift,200,0.00247000,195.050358,199.805722,2.3800,2026-09-18T17:17:50.882Z
ChangeNOW,1000,0.01240000,986.665998,1003.073262,1.6357,2026-09-18T17:17:57.133Z
SimpleSwap,1000,0.01240000,985.596632,1003.352634,1.7697,2026-09-18T17:18:00.410Z
ChangeHero,1000,0.01240000,995.620000,1003.433482,0.7787,2026-09-18T17:18:00.820Z
Changelly,1000,0.01240000,978.609074,1003.369746,2.4678,2026-09-18T17:18:03.801Z
SideShift,1000,0.01240000,979.232584,1003.085910,2.3780,2026-09-18T17:18:16.553Z
ChangeNOW,5000,0.06180000,4935.926462,4999.215519,1.2660,2026-09-18T17:18:30.008Z
SimpleSwap,5000,0.06180000,4923.103142,4998.695163,1.5122,2026-09-18T17:18:40.100Z
ChangeHero,5000,0.06180000,4960.630000,4998.257619,0.7528,2026-09-18T17:18:40.507Z
Changelly,5000,0.06180000,4881.614208,4998.257619,2.3337,2026-09-18T17:18:41.294Z
SideShift,5000,0.06180000,4879.118739,4997.976429,2.3781,2026-09-18T17:18:51.475Z
